date_reg,type,maker,model,colour,fuel,state
2025-03-11,motokar,PERODUA,BEZZA,grey,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,PERODUA,MYVI,red,petrol,Rakan Niaga
2025-03-11,motokar,PERODUA,MYVI,blue,petrol,Rakan Niaga
2025-03-11,motokar,PERODUA,MYVI,grey,petrol,Rakan Niaga
2025-03-11,motokar,PERODUA,MYVI,white,petrol,Rakan Niaga
2025-03-11,motokar,PERODUA,MYVI,silver,petrol,Rakan Niaga
2025-03-11,motokar,PERODUA,MYVI,white,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,PERODUA,MYVI,silver,petrol,Sarawak
2025-03-11,motokar,PERODUA,MYVI,white,petrol,Selangor
2025-03-11,motokar,PERODUA,MYVI,silver,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,PERODUA,MYVI,red,petrol,Selangor
2025-03-11,jip,PEUGEOT,408,white,petrol,Rakan Niaga
2025-03-11,jip,PEUGEOT,408,black,petrol,Rakan Niaga
2025-03-11,motokar,PORSCHE,718 CAYMAN,black,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,PORSCHE,911 GT3,black,petrol,W.P. Kuala Lumpur
2025-03-11,jip,PORSCHE,CAYENNE,grey,petrol,Rakan Niaga
2025-03-11,jip,PORSCHE,CAYENNE,black,petrol,W.P. Kuala Lumpur
2025-03-11,jip,PORSCHE,CAYENNE,white,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,PORSCHE,TAYCAN,grey,electric,Pulau Pinang
2025-03-11,motokar,PROTON,IRIZ,red,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,PROTON,IRIZ,silver,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,IRIZ,grey,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,IRIZ,red,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,IRIZ,blue,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,IRIZ,white,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,PERSONA,red,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,PERSONA,maroon,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,PERSONA,grey,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,PERSONA,white,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,PERSONA,grey,petrol,Sarawak
2025-03-11,motokar,PROTON,PERSONA,black,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,PROTON,PERSONA,silver,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,S70,blue,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,S70,black,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,S70,grey,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,S70,silver,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,S70,green,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,S70,blue,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,PROTON,S70,white,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,S70,red,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,S70,silver,petrol,Perak
2025-03-11,motokar,PROTON,SAGA,grey,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,SAGA,red,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,SAGA,silver,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,SAGA,maroon,petrol,Rakan Niaga
2025-03-11,motokar,PROTON,SAGA,white,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X50,black,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X50,white,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X50,grey,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X50,silver,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X50,black,petrol,W.P. Kuala Lumpur
2025-03-11,jip,PROTON,X50,grey,petrol,Johor
2025-03-11,jip,PROTON,X50,blue,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X50,red,petrol,Kedah
2025-03-11,jip,PROTON,X50,white,petrol,W.P. Kuala Lumpur
2025-03-11,jip,PROTON,X50,red,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X70,blue,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X70,white,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X70,grey,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X70,white,petrol,Terengganu
2025-03-11,jip,PROTON,X70,black,petrol,W.P. Kuala Lumpur
2025-03-11,jip,PROTON,X70,silver,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X70,silver,petrol,W.P. Kuala Lumpur
2025-03-11,jip,PROTON,X90,red,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X90,white,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X90,blue,petrol,Rakan Niaga
2025-03-11,jip,PROTON,X90,grey,petrol,Rakan Niaga
2025-03-11,jip,PROTON,E.MAS 7,green,electric,Rakan Niaga
2025-03-11,jip,PROTON,E.MAS 7,grey,electric,Sarawak
2025-03-11,jip,PROTON,E.MAS 7,silver,electric,Rakan Niaga
2025-03-11,jip,PROTON,E.MAS 7,white,electric,Rakan Niaga
2025-03-11,jip,PROTON,E.MAS 7,grey,electric,Rakan Niaga
2025-03-11,jip,PROTON,E.MAS 7,pink,electric,Rakan Niaga
2025-03-11,jip,PROTON,E.MAS 7,green,electric,Selangor
2025-03-11,jip,SMART,BRABUS,white,electric,Selangor
2025-03-11,jip,SUBARU,XV,white,petrol,Negeri Sembilan
2025-03-11,jip,SUZUKI,JIMNY,black,petrol,W.P. Kuala Lumpur
2025-03-11,jip,SUZUKI,JIMNY,green,petrol,Melaka
2025-03-11,jip,SUZUKI,JIMNY,yellow,petrol,Rakan Niaga
2025-03-11,jip,SUZUKI,JIMNY SIERRA,yellow,petrol,Sarawak
2025-03-11,jip,SUZUKI,JIMNY SIERRA,black,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,TESLA,MODEL 3,grey,electric,Rakan Niaga
2025-03-11,motokar,TESLA,MODEL 3,black,electric,Rakan Niaga
2025-03-11,motokar,TESLA,MODEL 3,grey,electric,Negeri Sembilan
2025-03-11,motokar,TESLA,MODEL 3,black,electric,W.P. Kuala Lumpur
2025-03-11,motokar,TESLA,MODEL Y,white,electric,Rakan Niaga
2025-03-11,motokar,TESLA,MODEL Y,silver,electric,Rakan Niaga
2025-03-11,window_van,TOYOTA,ALPHARD,white,petrol,Rakan Niaga
2025-03-11,window_van,TOYOTA,ALPHARD,black,petrol,Rakan Niaga
2025-03-11,window_van,TOYOTA,ALPHARD,white,petrol,Negeri Sembilan
2025-03-11,window_van,TOYOTA,ALPHARD,white,petrol,Pulau Pinang
2025-03-11,window_van,TOYOTA,ALPHARD,white,petrol,Johor
2025-03-11,window_van,TOYOTA,ALPHARD,white,petrol,W.P. Kuala Lumpur
2025-03-11,window_van,TOYOTA,ALPHARD,black,petrol,W.P. Kuala Lumpur
2025-03-11,window_van,TOYOTA,ALPHARD,brown,petrol,W.P. Kuala Lumpur
2025-03-11,window_van,TOYOTA,ALPHARD,black,petrol,Johor
2025-03-11,window_van,TOYOTA,ALPHARD,black,petrol,Selangor
2025-03-11,window_van,TOYOTA,ALPHARD,white,petrol,Kedah
2025-03-11,window_van,TOYOTA,ALPHARD,white,hybrid_petrol,Rakan Niaga
2025-03-11,window_van,TOYOTA,ALPHARD,beige,petrol,Selangor
2025-03-11,window_van,TOYOTA,ALPHARD,white,petrol,Kelantan
2025-03-11,window_van,TOYOTA,ALPHARD,white,petrol,Terengganu
2025-03-11,window_van,TOYOTA,ALPHARD,white,petrol,Perak
2025-03-11,window_van,TOYOTA,ALPHARD,white,petrol,Selangor
2025-03-11,motokar,TOYOTA,CAMRY,black,hybrid_petrol,W.P. Kuala Lumpur
2025-03-11,motokar,TOYOTA,CAMRY,grey,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,CAMRY,white,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,CAMRY,black,hybrid_petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,COROLLA ALTIS,black,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,COROLLA ALTIS,white,petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,COROLLA CROSS,blue,petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,COROLLA CROSS,grey,hybrid_petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,COROLLA CROSS,white,petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,COROLLA CROSS,silver,petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,COROLLA CROSS,blue,hybrid_petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,COROLLA CROSS,white,hybrid_petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,COROLLA CROSS,silver,hybrid_petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,COROLLA CROSS,red,petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,COROLLA CROSS,blue,hybrid_petrol,W.P. Kuala Lumpur
2025-03-11,jip,TOYOTA,COROLLA CROSS,blue,petrol,Selangor
2025-03-11,jip,TOYOTA,FORTUNER,silver,diesel,W.P. Kuala Lumpur
2025-03-11,jip,TOYOTA,FORTUNER,black,greendiesel,Rakan Niaga
2025-03-11,jip,TOYOTA,FORTUNER,white,diesel,Rakan Niaga
2025-03-11,jip,TOYOTA,FORTUNER,white,diesel,Sabah
2025-03-11,jip,TOYOTA,FORTUNER,black,diesel,Rakan Niaga
2025-03-11,jip,TOYOTA,FORTUNER,silver,diesel,Selangor
2025-03-11,jip,TOYOTA,FORTUNER,silver,greendiesel,Rakan Niaga
2025-03-11,motokar,TOYOTA,GR86,red,petrol,Melaka
2025-03-11,motokar,TOYOTA,GR86,black,petrol,Johor
2025-03-11,jip,TOYOTA,HARRIER,white,petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,HARRIER,black,petrol,Sabah
2025-03-11,jip,TOYOTA,HARRIER,white,petrol,Pulau Pinang
2025-03-11,jip,TOYOTA,HARRIER,white,petrol,W.P. Kuala Lumpur
2025-03-11,jip,TOYOTA,HARRIER,white,petrol,Kedah
2025-03-11,jip,TOYOTA,HARRIER,black,petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,HARRIER,white,petrol,Johor
2025-03-11,jip,TOYOTA,HARRIER,black,petrol,W.P. Kuala Lumpur
2025-03-11,window_van,TOYOTA,HIACE,white,diesel,Pulau Pinang
2025-03-11,window_van,TOYOTA,HIACE,white,diesel,W.P. Kuala Lumpur
2025-03-11,pick_up,TOYOTA,HILUX,black,diesel,Sabah
2025-03-11,pick_up,TOYOTA,HILUX,white,diesel,Johor
2025-03-11,pick_up,TOYOTA,HILUX,brown,diesel,Sarawak
2025-03-11,pick_up,TOYOTA,HILUX,white,diesel,Sabah
2025-03-11,pick_up,TOYOTA,HILUX,black,diesel,Selangor
2025-03-11,pick_up,TOYOTA,HILUX,black,diesel,Perak
2025-03-11,pick_up,TOYOTA,HILUX,black,diesel,W.P. Kuala Lumpur
2025-03-11,pick_up,TOYOTA,HILUX,black,diesel,Kelantan
2025-03-11,pick_up,TOYOTA,HILUX,black,greendiesel,Sabah
2025-03-11,pick_up,TOYOTA,HILUX,silver,greendiesel,Sarawak
2025-03-11,pick_up,TOYOTA,HILUX,white,diesel,Pahang
2025-03-11,pick_up,TOYOTA,HILUX,white,diesel,W.P. Kuala Lumpur
2025-03-11,pick_up,TOYOTA,HILUX,white,greendiesel,Selangor
2025-03-11,pick_up,TOYOTA,HILUX,white,greendiesel,Pulau Pinang
2025-03-11,pick_up,TOYOTA,HILUX,brown,diesel,Johor
2025-03-11,pick_up,TOYOTA,HILUX,silver,diesel,Johor
2025-03-11,pick_up,TOYOTA,HILUX,black,diesel,Sarawak
2025-03-11,pick_up,TOYOTA,HILUX,brown,diesel,W.P. Kuala Lumpur
2025-03-11,pick_up,TOYOTA,HILUX,silver,greendiesel,Pulau Pinang
2025-03-11,pick_up,TOYOTA,HILUX,brown,diesel,Selangor
2025-03-11,pick_up,TOYOTA,HILUX,silver,diesel,Sarawak
2025-03-11,pick_up,TOYOTA,HILUX,white,diesel,Pulau Pinang
2025-03-11,pick_up,TOYOTA,HILUX,white,greendiesel,Perak
2025-03-11,pick_up,TOYOTA,HILUX,black,greendiesel,W.P. Kuala Lumpur
2025-03-11,pick_up,TOYOTA,HILUX,white,greendiesel,Johor
2025-03-11,pick_up,TOYOTA,HILUX,red,greendiesel,Sabah
2025-03-11,pick_up,TOYOTA,HILUX,white,diesel,Sarawak
2025-03-11,pick_up,TOYOTA,HILUX,grey,diesel,Selangor
2025-03-11,pick_up,TOYOTA,HILUX,white,greendiesel,Rakan Niaga
2025-03-11,motokar_pelbagai_utiliti,TOYOTA,INNOVA,silver,petrol,Rakan Niaga
2025-03-11,jip,TOYOTA,LAND CRUISER,white,petrol,Sarawak
2025-03-11,jip,TOYOTA,LAND CRUISER,black,diesel,Sabah
2025-03-11,jip,TOYOTA,LAND CRUISER,white,petrol,W.P. Kuala Lumpur
2025-03-11,window_van,TOYOTA,NOAH,white,petrol,Rakan Niaga
2025-03-11,window_van,TOYOTA,NOAH,white,petrol,Negeri Sembilan
2025-03-11,motokar,TOYOTA,SUPRA,white,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,TOYOTA,SUPRA,blue,petrol,W.P. Kuala Lumpur
2025-03-11,window_van,TOYOTA,VELLFIRE,black,petrol,Rakan Niaga
2025-03-11,window_van,TOYOTA,VELLFIRE,black,petrol,W.P. Kuala Lumpur
2025-03-11,window_van,TOYOTA,VELLFIRE,white,petrol,Selangor
2025-03-11,window_van,TOYOTA,VELLFIRE,white,petrol,W.P. Kuala Lumpur
2025-03-11,window_van,TOYOTA,VELLFIRE,black,petrol,Johor
2025-03-11,window_van,TOYOTA,VELLFIRE,white,petrol,Kelantan
2025-03-11,window_van,TOYOTA,VELLFIRE,white,petrol,Rakan Niaga
2025-03-11,window_van,TOYOTA,VELLFIRE,black,petrol,Selangor
2025-03-11,window_van,TOYOTA,VELLFIRE,white,petrol,Johor
2025-03-11,motokar_pelbagai_utiliti,TOYOTA,VELOZ,red,petrol,Rakan Niaga
2025-03-11,motokar_pelbagai_utiliti,TOYOTA,VELOZ,silver,petrol,Rakan Niaga
2025-03-11,motokar_pelbagai_utiliti,TOYOTA,VELOZ,black,petrol,Sabah
2025-03-11,motokar_pelbagai_utiliti,TOYOTA,VELOZ,black,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,VIOS,white,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,VIOS,silver,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,VIOS,black,petrol,Kedah
2025-03-11,motokar,TOYOTA,VIOS,black,petrol,Kelantan
2025-03-11,motokar,TOYOTA,VIOS,red,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,VIOS,black,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,VIOS,black,petrol,Terengganu
2025-03-11,motokar,TOYOTA,VIOS,red,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,TOYOTA,VIOS,white,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,TOYOTA,VIOS,white,petrol,Pahang
2025-03-11,motokar,TOYOTA,VIOS,blue,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,VIOS,orange,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,VIOS,silver,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,TOYOTA,VIOS,red,petrol,Negeri Sembilan
2025-03-11,window_van,TOYOTA,VOXY,white,petrol,Sarawak
2025-03-11,window_van,TOYOTA,VOXY,black,petrol,Rakan Niaga
2025-03-11,window_van,TOYOTA,VOXY,white,petrol,Rakan Niaga
2025-03-11,window_van,TOYOTA,VOXY,white,petrol,Selangor
2025-03-11,motokar,TOYOTA,YARIS,white,petrol,Pahang
2025-03-11,motokar,TOYOTA,YARIS,white,petrol,W.P. Kuala Lumpur
2025-03-11,motokar,TOYOTA,YARIS,silver,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,YARIS,white,petrol,Rakan Niaga
2025-03-11,motokar,TOYOTA,YARIS,white,petrol,Johor
2025-03-11,motokar,TOYOTA,YARIS,white,petrol,Pulau Pinang
2025-03-11,motokar,TOYOTA,YARIS,red,petrol,Rakan Niaga
2025-03-11,jip,VOLKSWAGEN,TIGUAN,blue,petrol,Rakan Niaga
2025-03-11,jip,VOLVO,XC90,black,hybrid_petrol,W.P. Kuala Lumpur
2025-03-11,window_van,WESTSTAR MAXUS,V80,white,greendiesel,W.P. Kuala Lumpur
2025-03-11,jip,XPENG,G6,silver,electric,Pulau Pinang
2025-03-11,jip,XPENG,G6,black,electric,Rakan Niaga
2025-03-11,jip,XPENG,G6,orange,electric,Rakan Niaga
2025-03-11,window_van,ZEEKR,009,black,electric,Pulau Pinang
2025-03-11,window_van,ZEEKR,009,black,electric,W.P. Kuala Lumpur
2025-03-11,window_van,ZEEKR,009,white,electric,Rakan Niaga
2025-03-12,motokar,BMW,3 SERIES,white,petrol,Rakan Niaga
2025-03-12,motokar,BMW,5 SERIES,black,petrol,Rakan Niaga
2025-03-12,motokar,BMW,5 SERIES,blue,petrol,W.P. Kuala Lumpur
2025-03-12,motokar,BMW,5 SERIES,green,petrol,W.P. Kuala Lumpur
2025-03-12,jip,BMW,X3,grey,petrol,Rakan Niaga
2025-03-12,jip,BMW,X5,grey,petrol,W.P. Kuala Lumpur
2025-03-12,motokar,BMW,I4,white,electric,Pulau Pinang
2025-03-12,jip,BMW,IX,white,electric,Rakan Niaga
2025-03-12,jip,BMW,IX2,grey,electric,Johor
2025-03-12,jip,BYD,ATTO 3,grey,electric,Rakan Niaga
2025-03-12,jip,BYD,ATTO 3,white,electric,Rakan Niaga
2025-03-12,motokar_pelbagai_utiliti,BYD,M6,white,electric,Rakan Niaga
2025-03-12,motokar_pelbagai_utiliti,BYD,M6,blue,electric,Rakan Niaga
2025-03-12,motokar_pelbagai_utiliti,BYD,M6,grey,electric,Negeri Sembilan
2025-03-12,motokar_pelbagai_utiliti,BYD,M6,grey,electric,Rakan Niaga
2025-03-12,motokar,BYD,SEAL,grey,electric,Rakan Niaga
2025-03-12,motokar,BYD,SEAL,white,electric,Rakan Niaga
2025-03-12,jip,BYD,SEALION,black,electric,Rakan Niaga
2025-03-12,jip,BYD,SEALION,grey,electric,Sabah
2025-03-12,jip,BYD,SEALION,grey,electric,Pulau Pinang
2025-03-12,jip,BYD,SEALION,grey,electric,Selangor
2025-03-12,jip,BYD,SEALION,white,electric,Rakan Niaga
2025-03-12,jip,BYD,SEALION,grey,electric,Rakan Niaga
2025-03-12,jip,BYD,SEALION,white,electric,Sabah
2025-03-12,window_van,CAM,KINGO,white,greendiesel,W.P. Kuala Lumpur
2025-03-12,window_van,CAM,PLACER-X,yellow,greendiesel,Johor
2025-03-12,jip,CHERY,JAECOO J7,silver,petrol,Rakan Niaga
2025-03-12,jip,CHERY,JAECOO J7,white,petrol,Johor
2025-03-12,jip,CHERY,JAECOO J7,black,petrol,Rakan Niaga
2025-03-12,jip,CHERY,JAECOO J7,silver,petrol,Pulau Pinang
2025-03-12,jip,CHERY,JAECOO J7,green,petrol,W.P. Kuala Lumpur
2025-03-12,jip,CHERY,JAECOO J7,silver,petrol,Johor
2025-03-12,jip,CHERY,JAECOO J7,silver,petrol,W.P. Kuala Lumpur
2025-03-12,jip,CHERY,JAECOO J7,silver,petrol,Sabah
2025-03-12,jip,CHERY,JAECOO J7,white,petrol,Rakan Niaga
2025-03-12,jip,CHERY,JAECOO J7,black,petrol,W.P. Kuala Lumpur
2025-03-12,jip,CHERY,OMODA 5,grey,petrol,Rakan Niaga
2025-03-12,jip,CHERY,OMODA 5,white,petrol,Rakan Niaga
2025-03-12,jip,CHERY,OMODA 5,green,electric,Rakan Niaga
2025-03-12,jip,CHERY,OMODA 5,white,petrol,W.P. Kuala Lumpur
2025-03-12,jip,CHERY,OMODA 5,red,petrol,Rakan Niaga
2025-03-12,jip,CHERY,OMODA 9,grey,petrol,W.P. Kuala Lumpur
2025-03-12,jip,CHERY,OMODA 9,grey,petrol,Rakan Niaga
2025-03-12,jip,CHERY,OMODA 9,black,petrol,Rakan Niaga
2025-03-12,jip,CHERY,OMODA 9,white,petrol,Rakan Niaga
2025-03-12,jip,CHERY,OMODA 9,grey,petrol,Selangor
2025-03-12,jip,CHERY,OMODA 9,black,petrol,Perak
2025-03-12,jip,CHERY,OMODA 9,grey,petrol,Perak
2025-03-12,jip,CHERY,TIGGO,silver,petrol,Rakan Niaga
2025-03-12,jip,CHERY,TIGGO,grey,petrol,Rakan Niaga
2025-03-12,jip,CHERY,TIGGO,black,petrol,Rakan Niaga
2025-03-12,jip,CHERY,TIGGO,white,petrol,Rakan Niaga
2025-03-12,jip,CHERY,TIGGO,black,petrol,Sabah
2025-03-12,jip,CHERY,TIGGO,silver,petrol,W.P. Kuala Lumpur
2025-03-12,jip,DAIHATSU,TAFT,green,petrol,Sarawak
2025-03-12,window_van,DENZA,D9 ADVANCED,white,electric,W.P. Kuala Lumpur
2025-03-12,window_van,DENZA,D9 ADVANCED,blue,electric,W.P. Kuala Lumpur
2025-03-12,window_van,DENZA,D9 ADVANCED,black,electric,Rakan Niaga
2025-03-12,jip,DENZA,D9 ADVANCED,white,electric,Rakan Niaga
2025-03-12,pick_up,FODAY,NHQ 102,black,greendiesel,Pulau Pinang
2025-03-12,jip,FORD,EVEREST,black,greendiesel,Sarawak
2025-03-12,pick_up,FORD,RANGER,grey,petrol,Rakan Niaga
2025-03-12,pick_up,FORD,RANGER,black,greendiesel,Rakan Niaga
2025-03-12,pick_up,FORD,RANGER,grey,greendiesel,Rakan Niaga
2025-03-12,pick_up,FORD,RANGER,black,petrol,Sabah
2025-03-12,pick_up,FORD,RANGER,blue,petrol,Sabah
2025-03-12,pick_up,FORD,RANGER,black,greendiesel,Sarawak
2025-03-12,pick_up,FORD,RANGER,orange,petrol,W.P. Kuala Lumpur
2025-03-12,pick_up,FORD,RANGER,grey,greendiesel,Kelantan
2025-03-12,window_van,FOTON,VIEW,white,greendiesel,Sarawak
2025-03-12,jip,GAC,GS3,white,petrol,Rakan Niaga
2025-03-12,jip,GAC,GS3,black,petrol,Rakan Niaga
2025-03-12,jip,GREAT WALL,HAVAL H6,silver,hybrid_petrol,Rakan Niaga
2025-03-12,jip,GREAT WALL,HAVAL H6,black,hybrid_petrol,Rakan Niaga
2025-03-12,jip,GREAT WALL,HAVAL H6,white,hybrid_petrol,Rakan Niaga
2025-03-12,jip,GREAT WALL,HAVAL H6,green,hybrid_petrol,Rakan Niaga
2025-03-12,jip,GREAT WALL,HAVAL H6,grey,hybrid_petrol,Rakan Niaga
2025-03-12,jip,GREAT WALL,TANK 300,black,petrol,Rakan Niaga
2025-03-12,jip,GREAT WALL,TANK 300,black,petrol,W.P. Kuala Lumpur
2025-03-12,jip,HONDA,CR-V,blue,hybrid_petrol,Rakan Niaga
2025-03-12,jip,HONDA,CR-V,blue,petrol,Rakan Niaga
2025-03-12,jip,HONDA,CR-V,grey,hybrid_petrol,Kedah
2025-03-12,jip,HONDA,CR-V,grey,petrol,Rakan Niaga
2025-03-12,jip,HONDA,CR-V,silver,petrol,Rakan Niaga
2025-03-12,jip,HONDA,CR-V,white,petrol,Rakan Niaga
2025-03-12,jip,HONDA,CR-V,white,petrol,Terengganu
2025-03-12,jip,HONDA,CR-V,white,petrol,Pulau Pinang
2025-03-12,motokar,HONDA,CITY,white,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CITY,grey,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CITY,black,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CITY,grey,petrol,Johor
2025-03-12,motokar,HONDA,CITY,grey,petrol,Kelantan
2025-03-12,motokar,HONDA,CITY,orange,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CITY,silver,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CITY,white,hybrid_petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CITY,red,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CITY,grey,petrol,W.P. Kuala Lumpur
2025-03-12,motokar,HONDA,CITY,white,petrol,Kelantan
2025-03-12,motokar,HONDA,CITY,white,petrol,Kedah
2025-03-12,motokar,HONDA,CITY,grey,hybrid_petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CITY,red,petrol,Pahang
2025-03-12,motokar,HONDA,CIVIC,white,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CIVIC,red,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CIVIC,black,petrol,Johor
2025-03-12,motokar,HONDA,CIVIC,blue,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CIVIC,red,petrol,Kedah
2025-03-12,motokar,HONDA,CIVIC,grey,petrol,W.P. Kuala Lumpur
2025-03-12,motokar,HONDA,CIVIC,white,petrol,Selangor
2025-03-12,motokar,HONDA,CIVIC,red,hybrid_petrol,Sarawak
2025-03-12,motokar,HONDA,CIVIC,grey,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CIVIC,black,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CIVIC,black,petrol,Pahang
2025-03-12,motokar,HONDA,CIVIC,grey,hybrid_petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CIVIC,white,petrol,Sarawak
2025-03-12,motokar,HONDA,CIVIC,black,petrol,Kelantan
2025-03-12,motokar,HONDA,CIVIC,blue,hybrid_petrol,Rakan Niaga
2025-03-12,motokar,HONDA,CIVIC,red,petrol,Sarawak
2025-03-12,motokar,HONDA,CIVIC,white,petrol,Johor
2025-03-12,motokar,HONDA,CIVIC,grey,petrol,Johor
2025-03-12,motokar,HONDA,HR-V,silver,petrol,Kelantan
2025-03-12,motokar,HONDA,HR-V,grey,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,HR-V,silver,hybrid_petrol,Rakan Niaga
2025-03-12,motokar,HONDA,HR-V,black,hybrid_petrol,Rakan Niaga
2025-03-12,motokar,HONDA,HR-V,silver,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,HR-V,grey,petrol,Kedah
2025-03-12,motokar,HONDA,HR-V,white,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,HR-V,grey,petrol,Sabah
2025-03-12,motokar,HONDA,HR-V,grey,petrol,Johor
2025-03-12,motokar,HONDA,HR-V,red,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,HR-V,grey,hybrid_petrol,Rakan Niaga
2025-03-12,motokar,HONDA,HR-V,red,hybrid_petrol,Rakan Niaga
2025-03-12,motokar,HONDA,HR-V,white,petrol,Johor
2025-03-12,motokar,HONDA,HR-V,white,hybrid_petrol,Rakan Niaga
2025-03-12,motokar,HONDA,HR-V,black,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,HR-V,grey,petrol,Sarawak
2025-03-12,motokar,HONDA,HR-V,red,petrol,Kedah
2025-03-12,motokar,HONDA,HR-V,grey,petrol,Selangor
2025-03-12,motokar,HONDA,HR-V,white,petrol,W.P. Kuala Lumpur
2025-03-12,motokar,HONDA,HR-V,silver,petrol,W.P. Kuala Lumpur
2025-03-12,window_van,HONDA,ODYSSEY,white,petrol,W.P. Kuala Lumpur
2025-03-12,window_van,HONDA,STEPWGN,black,petrol,W.P. Kuala Lumpur
2025-03-12,window_van,HONDA,STEPWGN,white,petrol,Rakan Niaga
2025-03-12,window_van,HONDA,STEPWGN,black,petrol,Terengganu
2025-03-12,motokar,HONDA,WR-V,grey,petrol,Rakan Niaga
2025-03-12,motokar,HONDA,WR-V,red,petrol,Rakan Niaga
